💝	heart with ribbon	系有缎带的心	heart with ribbon | 系有缎带的心 | 143 | anniversary | emotion | heart | ily | kisses | ribbon | valentine | xoxo | 我爱你 | 爱的礼物 | 绑丝带的心 | 送你一颗心
💖	sparkling heart	闪亮的心	sparkling heart | 闪亮的心 | 143 | emotion | excited | good | heart | ily | kisses | morning | night | sparkle | sparkling | xoxo | 我爱你 | 激动 | 红心 | 闪亮
💗	growing heart	搏动的心	growing heart | 搏动的心 | 143 | emotion | excited | growing | heart | heartpulse | ily | kisses | muah | nervous | pulse | xoxo | 亲亲 | 吻 | 我爱你 | 搏动 | 激动 | 红心 | 紧张
💓	beating heart	心跳	beating heart | 心跳 | 143 | beating | cardio | emotion | heart | heartbeat | ily | love | pulsating | pulse | 心动 | 我爱你 | 爱
💞	revolving hearts	舞动的心	revolving hearts | 舞动的心 | 143 | adorbs | anniversary | emotion | heart | hearts | revolving | 我爱你 | 旋转 | 涌动 | 跃动
💕	two hearts	两颗心	two hearts | 两颗心 | 143 | anniversary | date | dating | emotion | heart | hearts | ily | kisses | love | loving | two | xoxo | 我爱你 | 爱情
💟	heart decoration	心型装饰	heart decoration | 心型装饰 | 143 | decoration | emotion | heart | hearth | purple | white | 心 | 我爱你 | 装饰
❣️	heart exclamation	心叹号	heart exclamation | 心叹号 | exclamation | heart | heavy | mark | punctuation | 叹号 | 心动 | 标点符号
💔	broken heart	心碎	broken heart | 心碎 | break | broken | crushed | emotion | heart | heartbroken | lonely | sad | 伤心
❤️‍🔥	heart on fire	火上之心	heart on fire | 火上之心 | burn | fire | heart | love | lust | sacred | 渴望 | 燃烧 | 爱
❤️‍🩹	mending heart	修复受伤的心灵	mending heart | 修复受伤的心灵 | healthier | heart | improving | mending | recovering | recuperating | well | 修补 | 恢复 | 痊愈
❤️	red heart	红心	red heart | 红心 | emotion | heart | love | red | 心 | 爱
🩷	pink heart	粉红色的心	pink heart | 粉红色的心 | 143 | adorable | cute | emotion | heart | ily | like | love | pink | special | sweet | 可爱 | 喜欢 | 心 | 感情 | 我爱你 | 爱 | 特殊 | 甜蜜 | 粉红 | 讨人喜欢
🧡	orange heart	橙心	orange heart | 橙心 | 143 | heart | orange | 橘心 | 橘色 | 橘色的心 | 橙
💛	yellow heart	黄心	yellow heart | 黄心 | 143 | cardiac | emotion | heart | ily | love | yellow | 我爱你 | 黄
💚	green heart	绿心	green heart | 绿心 | 143 | emotion | green | heart | ily | love | romantic | 我爱你 | 绿
💙	blue heart	蓝心	blue heart | 蓝心 | 143 | blue | emotion | heart | ily | love | romance | 我爱你 | 蓝
🩵	light blue heart	浅蓝色的心	light blue heart | 浅蓝色的心 | 143 | blue | cute | cyan | emotion | heart | ily | light | like | love | sky | special | teal | 可爱 | 喜欢 | 天蓝 | 心 | 感情 | 我爱你 | 浅蓝 | 爱 | 特殊 | 蓝绿 | 蓝绿色 | 青色
💜	purple heart	紫心	purple heart | 紫心 | 143 | bestest | emotion | heart | ily | love | purple | 我爱你 | 紫
🤎	brown heart	棕心	brown heart | 棕心 | 143 | brown | heart | 心 | 心形 | 棕 | 棕色 | 棕色爱心 | 爱心
🖤	black heart	黑心	black heart | 黑心 | black | evil | heart | wicked | 心 | 邪恶 | 黑 | 黑色 | 黑色的心
🩶	grey heart	灰心	grey heart | 灰心 | 143 | emotion | gray | grey | heart | ily | love | silver | slate | special | 心 | 感情 | 我爱你 | 暗灰 | 灰 | 灰色 | 爱 | 特殊 | 银 | 银色
🤍	white heart	白心	white heart | 白心 | 143 | heart | white | 心 | 心形 | 爱心 | 白 | 白色 | 白色爱心
💋	kiss mark	唇印	kiss mark | 唇印 | dating | emotion | heart | kiss | kissing | lips | mark | romance | sexy | 亲吻 | 吻 | 唇 | 性感 | 接吻 | 浪漫
💯	hundred points	一百分	hundred points | 一百分 | 100 | a+ | agree | clearly | definitely | faithful | fleek | full | hundred | keep | perfect | point | score | true | truth | yup | 满分 | 百分百 | 绝对 | 考试
💢	anger symbol	怒	anger symbol | 怒 | anger | angry | comic | mad | symbol | upset | 火大 | 生气 | 青筋
💥	collision	爆炸	collision | 爆炸 | bomb | boom | collide | comic | explode | 撞 | 旺 | 炸 | 爆
💫	dizzy	头晕	dizzy | 头晕 | comic | shining | shooting | star | stars | 头晕目眩 | 星星 | 流星
💦	sweat droplets	汗滴	sweat droplets | 汗滴 | comic | drip | droplet | droplets | drops | splashing | squirt | sweat | water | wet | work | workout | 喷溅 | 小水滴 | 小水珠 | 汗 | 泼贱 | 溅
💨	dashing away	尾气	dashing away | 尾气 | away | cloud | comic | dash | dashing | fart | fast | go | gone | gotta | running | smoke | 扬尘而去 | 放屁 | 烟 | 疾驰而去 | 飞奔而去
🕳️	hole	洞	hole | 洞 | 井盖 | 坑 | 陷阱
💬	speech balloon	话语气泡	speech balloon | 话语气泡 | balloon | bubble | comic | dialog | message | sms | speech | talk | text | typing | 发言 | 对话框 | 气泡 | 气泡对话框 | 气球 | 漫画
👁️‍🗨️	eye in speech bubble	眼睛对话框	eye in speech bubble | 眼睛对话框 | balloon | bubble | eye | speech | witness | 对话框 | 目擊 | 眼睛
🗨️	left speech bubble	朝左的话语气泡	left speech bubble | 朝左的话语气泡 | balloon | bubble | dialog | left | speech | 对话框 | 话语
🗯️	right anger bubble	愤怒话语气泡	right anger bubble | 愤怒话语气泡 | anger | angry | balloon | bubble | mad | right | 右倾愤怒对话框 | 对话框 | 愤怒
💭	thought balloon	内心活动气泡	thought balloon | 内心活动气泡 | balloon | bubble | cartoon | cloud | comic | daydream | decisions | dream | idea | invent | invention | realize | think | thoughts | wonder | 对话框 | 思想 | 思想活动 | 想法 | 梦 | 气泡 | 泡泡对话框 | 白日梦
💤	ZZZ	睡着	zzz | 睡着 | comic | good | goodnight | night | sleep | sleeping | sleepy | tired | 呼噜 | 困了 | 想睡 | 打呼 | 晚安 | 疲倦
👋	waving hand	挥手	waving hand | 挥手 | bye | cya | g2g | greetings | gtg | hand | hello | hey | hi | later | outtie | ttfn | ttyl | wave | yo | you | 你好 | 再见 | 嗨 | 在吗 | 手 | 等一下 | 等等 | 该走了
👋🏻	waving hand: light skin tone	挥手: 较浅肤色	waving hand light skin tone | 挥手 较浅肤色 | bye | cya | g2g | greetings | gtg | hand | hello | hey | hi | later | light skin tone | outtie | ttfn | ttyl | wave | yo | you | 你好 | 再见 | 嗨 | 在吗 | 手 | 挥手 | 等一下 | 等等 | 该走了 | 较浅肤色
👋🏼	waving hand: medium-light skin tone	挥手: 中等-浅肤色	waving hand medium light skin tone | 挥手 中等 浅肤色 | bye | cya | g2g | greetings | gtg | hand | hello | hey | hi | later | medium light skin tone | outtie | ttfn | ttyl | wave | yo | you | 中等 浅肤色 | 你好 | 再见 | 嗨 | 在吗 | 手 | 挥手 | 等一下 | 等等 | 该走了
👋🏽	waving hand: medium skin tone	挥手: 中等肤色	waving hand medium skin tone | 挥手 中等肤色 | bye | cya | g2g | greetings | gtg | hand | hello | hey | hi | later | medium skin tone | outtie | ttfn | ttyl | wave | yo | you | 中等肤色 | 你好 | 再见 | 嗨 | 在吗 | 手 | 挥手 | 等一下 | 等等 | 该走了
👋🏾	waving hand: medium-dark skin tone	挥手: 中等-深肤色	waving hand medium dark skin tone | 挥手 中等 深肤色 | bye | cya | g2g | greetings | gtg | hand | hello | hey | hi | later | medium dark skin tone | outtie | ttfn | ttyl | wave | yo | you | 中等 深肤色 | 你好 | 再见 | 嗨 | 在吗 | 手 | 挥手 | 等一下 | 等等 | 该走了
👋🏿	waving hand: dark skin tone	挥手: 较深肤色	waving hand dark skin tone | 挥手 较深肤色 | bye | cya | dark skin tone | g2g | greetings | gtg | hand | hello | hey | hi | later | outtie | ttfn | ttyl | wave | yo | you | 你好 | 再见 | 嗨 | 在吗 | 手 | 挥手 | 等一下 | 等等 | 该走了 | 较深肤色
🤚	raised back of hand	立起的手背	raised back of hand | 立起的手背 | back | backhand | hand | raised | 举起 | 举起手背 | 手 | 手背 | 立起
🤚🏻	raised back of hand: light skin tone	立起的手背: 较浅肤色	raised back of hand light skin tone | 立起的手背 较浅肤色 | back | backhand | hand | light skin tone | raised | 举起 | 举起手背 | 手 | 手背 | 立起 | 立起的手背 | 较浅肤色
🤚🏼	raised back of hand: medium-light skin tone	立起的手背: 中等-浅肤色	raised back of hand medium light skin tone | 立起的手背 中等 浅肤色 | back | backhand | hand | medium light skin tone | raised | 中等 浅肤色 | 举起 | 举起手背 | 手 | 手背 | 立起 | 立起的手背
🤚🏽	raised back of hand: medium skin tone	立起的手背: 中等肤色	raised back of hand medium skin tone | 立起的手背 中等肤色 | back | backhand | hand | medium skin tone | raised | 中等肤色 | 举起 | 举起手背 | 手 | 手背 | 立起 | 立起的手背
🤚🏾	raised back of hand: medium-dark skin tone	立起的手背: 中等-深肤色	raised back of hand medium dark skin tone | 立起的手背 中等 深肤色 | back | backhand | hand | medium dark skin tone | raised | 中等 深肤色 | 举起 | 举起手背 | 手 | 手背 | 立起 | 立起的手背
🤚🏿	raised back of hand: dark skin tone	立起的手背: 较深肤色	raised back of hand dark skin tone | 立起的手背 较深肤色 | back | backhand | dark skin tone | hand | raised | 举起 | 举起手背 | 手 | 手背 | 立起 | 立起的手背 | 较深肤色
🖐️	hand with fingers splayed	手掌	hand with fingers splayed | 手掌 | finger | fingers | hand | raised | splayed | stop | 举起张开的手掌 | 击掌 | 布 | 手 | 禁止
🖐🏻	hand with fingers splayed: light skin tone	手掌: 较浅肤色	hand with fingers splayed light skin tone | 手掌 较浅肤色 | finger | fingers | hand | light skin tone | raised | splayed | stop | 举起张开的手掌 | 击掌 | 布 | 手 | 手掌 | 禁止 | 较浅肤色
🖐🏼	hand with fingers splayed: medium-light skin tone	手掌: 中等-浅肤色	hand with fingers splayed medium light skin tone | 手掌 中等 浅肤色 | finger | fingers | hand | medium light skin tone | raised | splayed | stop | 中等 浅肤色 | 举起张开的手掌 | 击掌 | 布 | 手 | 手掌 | 禁止
🖐🏽	hand with fingers splayed: medium skin tone	手掌: 中等肤色	hand with fingers splayed medium skin tone | 手掌 中等肤色 | finger | fingers | hand | medium skin tone | raised | splayed | stop | 中等肤色 | 举起张开的手掌 | 击掌 | 布 | 手 | 手掌 | 禁止
🖐🏾	hand with fingers splayed: medium-dark skin tone	手掌: 中等-深肤色	hand with fingers splayed medium dark skin tone | 手掌 中等 深肤色 | finger | fingers | hand | medium dark skin tone | raised | splayed | stop | 中等 深肤色 | 举起张开的手掌 | 击掌 | 布 | 手 | 手掌 | 禁止
🖐🏿	hand with fingers splayed: dark skin tone	手掌: 较深肤色	hand with fingers splayed dark skin tone | 手掌 较深肤色 | dark skin tone | finger | fingers | hand | raised | splayed | stop | 举起张开的手掌 | 击掌 | 布 | 手 | 手掌 | 禁止 | 较深肤色
✋	raised hand	举起手	raised hand | 举起手 | 5 | five | hand | high | raised | stop | 举手 | 举起的手 | 五指 | 停 | 击掌 | 手
✋🏻	raised hand: light skin tone	举起手: 较浅肤色	raised hand light skin tone | 举起手 较浅肤色 | 5 | five | hand | high | light skin tone | raised | stop | 举手 | 举起手 | 举起的手 | 五指 | 停 | 击掌 | 手 | 较浅肤色
✋🏼	raised hand: medium-light skin tone	举起手: 中等-浅肤色	raised hand medium light skin tone | 举起手 中等 浅肤色 | 5 | five | hand | high | medium light skin tone | raised | stop | 中等 浅肤色 | 举手 | 举起手 | 举起的手 | 五指 | 停 | 击掌 | 手
✋🏽	raised hand: medium skin tone	举起手: 中等肤色	raised hand medium skin tone | 举起手 中等肤色 | 5 | five | hand | high | medium skin tone | raised | stop | 中等肤色 | 举手 | 举起手 | 举起的手 | 五指 | 停 | 击掌 | 手
✋🏾	raised hand: medium-dark skin tone	举起手: 中等-深肤色	raised hand medium dark skin tone | 举起手 中等 深肤色 | 5 | five | hand | high | medium dark skin tone | raised | stop | 中等 深肤色 | 举手 | 举起手 | 举起的手 | 五指 | 停 | 击掌 | 手
✋🏿	raised hand: dark skin tone	举起手: 较深肤色	raised hand dark skin tone | 举起手 较深肤色 | 5 | dark skin tone | five | hand | high | raised | stop | 举手 | 举起手 | 举起的手 | 五指 | 停 | 击掌 | 手 | 较深肤色
🖖	vulcan salute	瓦肯举手礼	vulcan salute | 瓦肯举手礼 | finger | hand | hands | salute | vulcan | 手 | 敬礼 | 斯波克 | 星际迷航 | 瓦肯
🖖🏻	vulcan salute: light skin tone	瓦肯举手礼: 较浅肤色	vulcan salute light skin tone | 瓦肯举手礼 较浅肤色 | finger | hand | hands | light skin tone | salute | vulcan | 手 | 敬礼 | 斯波克 | 星际迷航 | 瓦肯 | 瓦肯举手礼 | 较浅肤色
🖖🏼	vulcan salute: medium-light skin tone	瓦肯举手礼: 中等-浅肤色	vulcan salute medium light skin tone | 瓦肯举手礼 中等 浅肤色 | finger | hand | hands | medium light skin tone | salute | vulcan | 中等 浅肤色 | 手 | 敬礼 | 斯波克 | 星际迷航 | 瓦肯 | 瓦肯举手礼
🖖🏽	vulcan salute: medium skin tone	瓦肯举手礼: 中等肤色	vulcan salute medium skin tone | 瓦肯举手礼 中等肤色 | finger | hand | hands | medium skin tone | salute | vulcan | 中等肤色 | 手 | 敬礼 | 斯波克 | 星际迷航 | 瓦肯 | 瓦肯举手礼
🖖🏾	vulcan salute: medium-dark skin tone	瓦肯举手礼: 中等-深肤色	vulcan salute medium dark skin tone | 瓦肯举手礼 中等 深肤色 | finger | hand | hands | medium dark skin tone | salute | vulcan | 中等 深肤色 | 手 | 敬礼 | 斯波克 | 星际迷航 | 瓦肯 | 瓦肯举手礼
🖖🏿	vulcan salute: dark skin tone	瓦肯举手礼: 较深肤色	vulcan salute dark skin tone | 瓦肯举手礼 较深肤色 | dark skin tone | finger | hand | hands | salute | vulcan | 手 | 敬礼 | 斯波克 | 星际迷航 | 瓦肯 | 瓦肯举手礼 | 较深肤色
🫱	rightwards hand	向右的手	rightwards hand | 向右的手 | hand | handshake | hold | reach | right | rightward | rightwards | shake | 伸手 | 右 | 右手 | 向右 | 手 | 握手
🫱🏻	rightwards hand: light skin tone	向右的手: 较浅肤色	rightwards hand light skin tone | 向右的手 较浅肤色 | hand | handshake | hold | light skin tone | reach | right | rightward | rightwards | shake | 伸手 | 右 | 右手 | 向右 | 向右的手 | 手 | 握手 | 较浅肤色
🫱🏼	rightwards hand: medium-light skin tone	向右的手: 中等-浅肤色	rightwards hand medium light skin tone | 向右的手 中等 浅肤色 | hand | handshake | hold | medium light skin tone | reach | right | rightward | rightwards | shake | 中等 浅肤色 | 伸手 | 右 | 右手 | 向右 | 向右的手 | 手 | 握手
🫱🏽	rightwards hand: medium skin tone	向右的手: 中等肤色	rightwards hand medium skin tone | 向右的手 中等肤色 | hand | handshake | hold | medium skin tone | reach | right | rightward | rightwards | shake | 中等肤色 | 伸手 | 右 | 右手 | 向右 | 向右的手 | 手 | 握手
🫱🏾	rightwards hand: medium-dark skin tone	向右的手: 中等-深肤色	rightwards hand medium dark skin tone | 向右的手 中等 深肤色 | hand | handshake | hold | medium dark skin tone | reach | right | rightward | rightwards | shake | 中等 深肤色 | 伸手 | 右 | 右手 | 向右 | 向右的手 | 手 | 握手
🫱🏿	rightwards hand: dark skin tone	向右的手: 较深肤色	rightwards hand dark skin tone | 向右的手 较深肤色 | dark skin tone | hand | handshake | hold | reach | right | rightward | rightwards | shake | 伸手 | 右 | 右手 | 向右 | 向右的手 | 手 | 握手 | 较深肤色
🫲	leftwards hand	向左的手	leftwards hand | 向左的手 | hand | handshake | hold | left | leftward | leftwards | reach | shake | 伸手 | 向左 | 左 | 左手 | 手 | 握手
🫲🏻	leftwards hand: light skin tone	向左的手: 较浅肤色	leftwards hand light skin tone | 向左的手 较浅肤色 | hand | handshake | hold | left | leftward | leftwards | light skin tone | reach | shake | 伸手 | 向左 | 向左的手 | 左 | 左手 | 手 | 握手 | 较浅肤色
🫲🏼	leftwards hand: medium-light skin tone	向左的手: 中等-浅肤色	leftwards hand medium light skin tone | 向左的手 中等 浅肤色 | hand | handshake | hold | left | leftward | leftwards | medium light skin tone | reach | shake | 中等 浅肤色 | 伸手 | 向左 | 向左的手 | 左 | 左手 | 手 | 握手
🫲🏽	leftwards hand: medium skin tone	向左的手: 中等肤色	leftwards hand medium skin tone | 向左的手 中等肤色 | hand | handshake | hold | left | leftward | leftwards | medium skin tone | reach | shake | 中等肤色 | 伸手 | 向左 | 向左的手 | 左 | 左手 | 手 | 握手
